temperature_c,humidity_pct,smoke_ppm,air_quality_ppm,mq2_volts,mq135_volts,flame_analog_volts,flame_detected,timestamp_s,episode_id,regime,regime_label,temp_rate_c_per_min,smoke_rate_ppm_per_min,heat_index_c,label,label_int
24.4,43.8,620.156,114.879,2.2347,2.1927,0.1499,0,98160.61,112,quiescent,SAFE,3.0,-165.54,24.039,SAFE,0
24.1,43.4,615.193,116.136,2.2347,2.2032,0.1499,0,98162.61,112,quiescent,SAFE,-9.0,-148.89,23.699,SAFE,0
24.3,43.6,613.359,113.372,2.2306,2.1895,0.1499,0,98164.61,112,quiescent,SAFE,6.0,-55.02,23.924,SAFE,0
24.1,43.5,618.991,111.238,2.2274,2.1774,0.1499,0,98166.61,112,quiescent,SAFE,-6.0,168.96,23.701,SAFE,0
24.2,44.8,619.459,106.811,2.2371,2.1645,0.1499,0,98168.61,112,quiescent,SAFE,3.0,14.04,23.845,SAFE,0
24.5,42.8,623.566,107.815,2.2427,2.167,0.1499,0,98170.61,112,quiescent,SAFE,9.0,123.21,24.123,SAFE,0
24.2,43.4,654.749,107.004,2.2661,2.1702,0.1499,0,98172.61,112,quiescent,SAFE,-9.0,935.49,23.809,SAFE,0
24.0,44.1,661.847,105.298,2.2685,2.1533,0.1499,0,98174.61,112,quiescent,SAFE,-6.0,212.94,23.607,SAFE,0
24.4,43.5,659.63,104.196,2.2653,2.1549,0.1499,0,98176.61,112,quiescent,SAFE,12.0,-66.51,24.031,SAFE,0
24.4,42.8,653.116,105.507,2.2532,2.1645,0.1499,0,98178.61,112,quiescent,SAFE,0.0,-195.42,24.013,SAFE,0
24.6,43.1,671.245,107.824,2.2798,2.1653,0.1499,0,98180.61,112,quiescent,SAFE,6.0,543.87,24.241,SAFE,0
24.2,42.8,664.767,107.772,2.2701,2.1718,0.1499,0,98182.61,112,quiescent,SAFE,-12.0,-194.34,23.793,SAFE,0
24.2,43.8,637.391,107.903,2.2475,2.1678,0.1499,0,98184.61,112,quiescent,SAFE,0.0,-821.28,23.819,SAFE,0
23.9,42.8,632.855,106.817,2.2459,2.1581,0.1499,0,98186.61,112,quiescent,SAFE,-9.0,-136.08,23.463,SAFE,0
24.2,43.8,633.01,108.129,2.2451,2.171,0.1499,0,98188.61,112,quiescent,SAFE,9.0,4.65,23.819,SAFE,0
24.1,45.6,625.278,110.655,2.2379,2.1766,0.1499,0,98190.61,112,quiescent,SAFE,-3.0,-231.96,23.756,SAFE,0
24.3,43.1,618.794,114.269,2.233,2.2,0.1499,0,98192.61,112,quiescent,SAFE,6.0,-194.52,23.911,SAFE,0
24.1,43.7,613.595,115.583,2.2306,2.1968,0.1499,0,98194.61,112,quiescent,SAFE,-6.0,-155.97,23.707,SAFE,0
24.5,43.6,626.705,118.211,2.2419,2.2048,0.1499,0,98196.61,112,quiescent,SAFE,12.0,393.3,24.144,SAFE,0
24.3,43.7,634.726,123.01,2.2459,2.2137,0.1499,0,98198.61,112,quiescent,SAFE,-6.0,240.63,23.927,SAFE,0
24.0,42.5,624.853,118.45,2.2427,2.2008,0.1499,0,98200.61,112,quiescent,SAFE,-9.0,-296.19,23.565,SAFE,0
24.2,43.4,614.242,118.024,2.233,2.2073,0.1499,0,98202.61,112,quiescent,SAFE,6.0,-318.33,23.809,SAFE,0
24.0,44.1,609.518,116.448,2.225,2.1976,0.1499,0,98204.61,112,quiescent,SAFE,-6.0,-141.72,23.607,SAFE,0
24.1,44.4,623.092,112.888,2.2363,2.1855,0.1499,0,98206.61,112,quiescent,SAFE,3.0,407.22,23.725,SAFE,0
24.6,43.7,624.397,114.658,2.2443,2.1927,0.1499,0,98208.61,112,quiescent,SAFE,15.0,39.15,24.257,SAFE,0
24.2,43.0,611.503,114.068,2.2274,2.1927,0.1499,0,98210.61,112,quiescent,SAFE,-12.0,-386.82,23.798,SAFE,0
24.3,43.4,625.475,114.95,2.2435,2.1968,0.1499,0,98212.61,112,quiescent,SAFE,3.0,419.16,23.919,SAFE,0
24.1,42.7,600.904,118.224,2.2185,2.2064,0.1499,0,98214.61,112,quiescent,SAFE,-6.0,-737.13,23.68,SAFE,0
24.6,43.8,624.052,117.158,2.2387,2.2,0.1499,0,98216.61,112,quiescent,SAFE,15.0,694.44,24.259,SAFE,0
24.2,44.0,634.443,122.944,2.2451,2.2218,0.1499,0,98218.61,112,quiescent,SAFE,-12.0,311.73,23.824,SAFE,0
24.3,43.4,604.701,120.825,2.2274,2.2137,0.1499,0,98220.61,112,quiescent,SAFE,3.0,-892.26,23.919,SAFE,0
24.3,42.7,600.36,122.355,2.2226,2.2097,0.1499,0,98222.61,112,quiescent,SAFE,0.0,-130.23,23.901,SAFE,0
24.6,44.5,596.304,124.646,2.2161,2.2201,0.1499,0,98224.61,112,quiescent,SAFE,9.0,-121.68,24.278,SAFE,0
24.4,42.4,612.56,123.178,2.2282,2.2266,0.1499,0,98226.61,112,quiescent,SAFE,-6.0,487.68,24.003,SAFE,0
24.4,43.8,602.075,121.597,2.2258,2.2145,0.1499,0,98228.61,112,quiescent,SAFE,0.0,-314.55,24.039,SAFE,0
24.1,42.3,614.004,122.792,2.2347,2.2242,0.1499,0,98230.61,112,quiescent,SAFE,-9.0,357.87,23.67,SAFE,0
24.4,43.9,597.782,124.099,2.2169,2.2242,0.1499,0,98232.61,112,quiescent,SAFE,9.0,-486.66,24.042,SAFE,0
24.5,43.6,586.353,122.13,2.2161,2.2137,0.1499,0,98234.61,112,quiescent,SAFE,3.0,-342.87,24.144,SAFE,0
23.9,44.3,581.422,124.125,2.2064,2.2274,0.1499,0,98236.61,112,quiescent,SAFE,-18.0,-147.93,23.502,SAFE,0
24.5,43.3,579.608,127.576,2.2008,2.2274,0.1499,0,98238.61,112,quiescent,SAFE,18.0,-54.42,24.136,SAFE,0
24.2,44.9,568.063,125.033,2.1903,2.2298,0.1499,0,98240.61,112,quiescent,SAFE,-9.0,-346.35,23.848,SAFE,0
24.2,43.1,568.096,124.992,2.2008,2.2306,0.1499,0,98242.61,112,quiescent,SAFE,0.0,0.99,23.801,SAFE,0
24.2,43.2,560.189,124.813,2.1879,2.2306,0.1499,0,98244.61,112,quiescent,SAFE,0.0,-237.21,23.804,SAFE,0
24.3,44.5,572.709,125.523,2.2056,2.229,0.1499,0,98246.61,112,quiescent,SAFE,3.0,375.6,23.948,SAFE,0
24.2,43.8,549.439,122.081,2.1839,2.2234,0.1499,0,98248.61,112,quiescent,SAFE,-3.0,-698.1,23.819,SAFE,0
23.8,43.8,555.693,121.078,2.1871,2.2113,0.1499,0,98250.61,112,quiescent,SAFE,-12.0,187.62,23.379,SAFE,0
24.0,43.6,535.448,121.641,2.1605,2.2185,0.1499,0,98252.61,112,quiescent,SAFE,6.0,-607.35,23.594,SAFE,0
24.1,44.3,532.578,123.67,2.1581,2.2218,0.1499,0,98254.61,112,quiescent,SAFE,3.0,-86.1,23.722,SAFE,0
24.2,44.6,560.551,126.259,2.175,2.2274,0.1499,0,98256.61,112,quiescent,SAFE,3.0,839.19,23.84,SAFE,0
24.3,42.1,540.129,127.189,2.1742,2.2338,0.1499,0,98258.61,112,quiescent,SAFE,3.0,-612.66,23.885,SAFE,0
24.5,44.0,551.998,129.36,2.1903,2.2492,0.1499,0,98260.61,112,quiescent,SAFE,6.0,356.07,24.154,SAFE,0
24.1,43.5,557.501,127.587,2.1782,2.2355,0.1499,0,98262.61,112,quiescent,SAFE,-12.0,165.09,23.701,SAFE,0
24.3,44.6,541.931,126.062,2.1718,2.233,0.1499,0,98264.61,112,quiescent,SAFE,6.0,-467.1,23.95,SAFE,0
24.2,44.2,522.726,124.918,2.15,2.2282,0.1499,0,98266.61,112,quiescent,SAFE,-3.0,-576.15,23.83,SAFE,0
24.1,42.3,527.43,123.19,2.1597,2.221,0.1499,0,98268.61,112,quiescent,SAFE,-3.0,141.12,23.67,SAFE,0
24.0,44.7,532.306,124.812,2.1581,2.2338,0.1499,0,98270.61,112,quiescent,SAFE,-3.0,146.28,23.623,SAFE,0
24.4,44.3,541.813,131.061,2.1694,2.2492,0.1499,0,98272.61,112,quiescent,SAFE,12.0,285.21,24.052,SAFE,0
24.3,43.6,542.834,135.175,2.1645,2.2588,0.1499,0,98274.61,112,quiescent,SAFE,-3.0,30.63,23.924,SAFE,0
23.9,43.2,521.597,131.04,2.1516,2.2524,0.1499,0,98276.61,112,quiescent,SAFE,-12.0,-637.11,23.474,SAFE,0
24.2,43.9,517.645,128.528,2.1533,2.2347,0.1499,0,98278.61,112,quiescent,SAFE,9.0,-118.56,23.822,SAFE,0
24.3,44.2,536.32,129.873,2.1637,2.2451,0.1499,0,98280.61,112,quiescent,SAFE,3.0,560.25,23.94,SAFE,0
24.1,44.6,541.311,131.49,2.1686,2.2467,0.1499,0,98282.61,112,quiescent,SAFE,-6.0,149.73,23.73,SAFE,0
24.1,45.0,544.039,128.954,2.1742,2.2387,0.1499,0,98284.61,112,quiescent,SAFE,0.0,81.84,23.741,SAFE,0
24.2,44.8,564.249,128.574,2.1879,2.2387,0.1499,0,98286.61,112,quiescent,SAFE,3.0,606.3,23.845,SAFE,0
24.0,43.3,569.127,126.608,2.1903,2.2363,0.1499,0,98288.61,112,quiescent,SAFE,-6.0,146.34,23.586,SAFE,0
24.2,43.3,560.626,123.828,2.1815,2.2266,0.1499,0,98290.61,112,quiescent,SAFE,6.0,-255.03,23.806,SAFE,0
24.4,44.8,587.574,122.934,2.2113,2.2274,0.1499,0,98292.61,112,quiescent,SAFE,6.0,808.44,24.065,SAFE,0
24.3,42.6,593.813,124.424,2.2137,2.2266,0.1499,0,98294.61,112,quiescent,SAFE,-3.0,187.17,23.898,SAFE,0
24.4,44.3,618.432,126.229,2.2379,2.2298,0.1499,0,98296.61,112,quiescent,SAFE,3.0,738.57,24.052,SAFE,0
24.2,44.2,610.694,130.388,2.2266,2.2435,0.1499,0,98298.61,112,quiescent,SAFE,-6.0,-232.14,23.83,SAFE,0
24.4,42.6,597.885,134.305,2.2242,2.2508,0.1499,0,98300.61,112,quiescent,SAFE,6.0,-384.27,24.008,SAFE,0
24.3,43.7,603.31,130.896,2.229,2.2467,0.1499,0,98302.61,112,quiescent,SAFE,-3.0,162.75,23.927,SAFE,0
24.4,44.3,617.376,131.417,2.2387,2.2548,0.1499,0,98304.61,112,quiescent,SAFE,3.0,421.98,24.052,SAFE,0
24.3,43.6,620.565,132.108,2.2371,2.2451,0.1499,0,98306.61,112,quiescent,SAFE,-3.0,95.67,23.924,SAFE,0
24.6,45.3,614.47,134.377,2.2306,2.2459,0.1499,0,98308.61,112,quiescent,SAFE,9.0,-182.85,24.298,SAFE,0
24.3,43.5,609.601,137.191,2.2282,2.258,0.1499,0,98310.61,112,quiescent,SAFE,-9.0,-146.07,23.921,SAFE,0
24.2,43.1,612.629,138.5,2.233,2.2661,0.1499,0,98312.61,112,quiescent,SAFE,-3.0,90.84,23.801,SAFE,0
24.1,42.3,594.902,140.025,2.2153,2.2709,0.1499,0,98314.61,112,quiescent,SAFE,-3.0,-531.81,23.67,SAFE,0
24.5,42.1,604.533,127.656,2.229,2.2298,0.1499,0,98316.61,112,quiescent,SAFE,12.0,288.93,24.105,SAFE,0
24.1,43.3,603.383,130.566,2.2226,2.2443,0.1499,0,98318.61,112,quiescent,SAFE,-12.0,-34.5,23.696,SAFE,0
24.4,43.4,609.458,137.141,2.2322,2.2645,0.1499,0,98320.61,112,quiescent,SAFE,9.0,182.25,24.029,SAFE,0
24.3,43.4,611.653,138.899,2.2298,2.2637,0.1499,0,98322.61,112,quiescent,SAFE,-3.0,65.85,23.919,SAFE,0
24.3,44.3,599.372,141.398,2.2161,2.2709,0.1499,0,98324.61,112,quiescent,SAFE,0.0,-368.43,23.942,SAFE,0
24.2,44.6,607.134,140.493,2.233,2.2677,0.1499,0,98326.61,112,quiescent,SAFE,-3.0,232.86,23.84,SAFE,0
24.4,43.0,614.418,133.818,2.2258,2.2548,0.1499,0,98328.61,112,quiescent,SAFE,6.0,218.52,24.018,SAFE,0
23.8,42.5,605.443,131.995,2.2218,2.25,0.1499,0,98330.61,112,quiescent,SAFE,-18.0,-269.25,23.345,SAFE,0
24.3,43.8,608.135,138.123,2.2274,2.2717,0.1499,0,98332.61,112,quiescent,SAFE,15.0,80.76,23.929,SAFE,0
24.2,44.2,587.526,132.328,2.2137,2.2492,0.1499,0,98334.61,112,quiescent,SAFE,-3.0,-618.27,23.83,SAFE,0
24.3,43.3,596.588,126.992,2.2234,2.229,0.1499,0,98336.61,112,quiescent,SAFE,3.0,271.86,23.916,SAFE,0
24.3,42.8,580.512,121.601,2.2137,2.2105,0.1499,0,98338.61,112,quiescent,SAFE,0.0,-482.28,23.903,SAFE,0
24.4,43.2,584.88,121.463,2.2105,2.2185,0.1499,0,98340.61,112,quiescent,SAFE,3.0,131.04,24.024,SAFE,0
24.5,43.8,599.976,119.694,2.2234,2.2121,0.1499,0,98342.61,112,quiescent,SAFE,3.0,452.88,24.149,SAFE,0
24.5,44.1,611.918,121.662,2.2347,2.2153,0.1499,0,98344.61,112,quiescent,SAFE,0.0,358.26,24.157,SAFE,0
24.0,44.1,623.461,125.245,2.2459,2.2266,0.1499,0,98346.61,112,quiescent,SAFE,-15.0,346.29,23.607,SAFE,0
24.3,43.7,633.401,122.933,2.2467,2.2177,0.1499,0,98348.61,112,quiescent,SAFE,9.0,298.2,23.927,SAFE,0
24.1,44.0,638.948,123.713,2.2484,2.2242,0.1499,0,98350.61,112,quiescent,SAFE,-6.0,166.41,23.714,SAFE,0
24.3,44.3,620.057,119.043,2.233,2.2153,0.1499,0,98352.61,112,quiescent,SAFE,6.0,-566.73,23.942,SAFE,0
24.2,43.3,621.626,117.671,2.2371,2.2024,0.1499,0,98354.61,112,quiescent,SAFE,-3.0,47.07,23.806,SAFE,0
24.4,44.8,625.028,117.426,2.2379,2.204,0.1499,0,98356.61,112,quiescent,SAFE,6.0,102.06,24.065,SAFE,0
24.1,44.2,589.279,118.513,2.2113,2.2081,0.1499,0,98358.61,112,quiescent,SAFE,-9.0,-1072.47,23.72,SAFE,0
24.4,43.3,604.348,114.067,2.2161,2.1871,0.1499,0,98360.61,112,quiescent,SAFE,9.0,452.07,24.026,SAFE,0
24.2,43.4,581.933,116.223,2.2097,2.1992,0.1499,0,98362.61,112,quiescent,SAFE,-6.0,-672.45,23.809,SAFE,0
24.1,43.8,588.392,114.964,2.2081,2.1984,0.1499,0,98364.61,112,quiescent,SAFE,-3.0,193.77,23.709,SAFE,0
24.4,44.9,596.642,115.681,2.2129,2.1992,0.1499,0,98366.61,112,quiescent,SAFE,9.0,247.5,24.068,SAFE,0
24.3,42.8,623.012,115.354,2.2427,2.1944,0.1499,0,98368.61,112,quiescent,SAFE,-3.0,791.1,23.903,SAFE,0
24.6,44.6,617.283,118.26,2.2355,2.2056,0.1499,0,98370.61,112,quiescent,SAFE,9.0,-171.87,24.28,SAFE,0
25.2,46.4,574.25,116.602,2.2024,2.204,0.1499,0,98372.61,113,occupancy,SAFE,0.0,0.0,24.987,SAFE,0
25.0,47.3,571.478,122.899,2.1927,2.2193,0.1499,0,98374.61,113,occupancy,SAFE,-6.0,-83.16,24.791,SAFE,0
24.9,45.9,568.26,126.021,2.1952,2.2379,0.1499,0,98376.61,113,occupancy,SAFE,-3.0,-96.54,24.644,SAFE,0
24.9,46.7,592.026,126.034,2.221,2.2347,0.1499,0,98378.61,113,occupancy,SAFE,0.0,712.98,24.665,SAFE,0
25.2,46.4,582.836,125.132,2.2064,2.2242,0.1499,0,98380.61,113,occupancy,SAFE,9.0,-275.7,24.987,SAFE,0
25.2,46.7,555.223,123.619,2.1944,2.2185,0.1499,0,98382.61,113,occupancy,SAFE,0.0,-828.39,24.995,SAFE,0
24.9,45.3,553.314,121.096,2.179,2.221,0.1499,0,98384.61,113,occupancy,SAFE,-9.0,-57.27,24.628,SAFE,0
25.0,46.8,567.856,124.169,2.196,2.225,0.1499,0,98386.61,113,occupancy,SAFE,3.0,436.26,24.778,SAFE,0
25.2,45.1,568.051,121.209,2.1936,2.2169,0.1499,0,98388.61,113,occupancy,SAFE,6.0,5.85,24.953,SAFE,0
24.9,45.7,554.811,117.545,2.1799,2.2,0.1499,0,98390.61,113,occupancy,SAFE,-9.0,-397.2,24.639,SAFE,0
25.1,46.1,548.625,117.758,2.1758,2.2008,0.1499,0,98392.61,113,occupancy,SAFE,6.0,-185.58,24.869,SAFE,0
25.0,45.7,560.28,118.983,2.1879,2.2113,0.1499,0,98394.61,113,occupancy,SAFE,-3.0,349.65,24.749,SAFE,0
25.1,46.0,565.067,118.667,2.1895,2.2081,0.1499,0,98396.61,113,occupancy,SAFE,3.0,143.61,24.867,SAFE,0
25.3,47.0,568.267,118.633,2.1976,2.2073,0.1499,0,98398.61,113,occupancy,SAFE,6.0,96.0,25.113,SAFE,0
25.1,45.1,556.25,118.735,2.1766,2.2016,0.1499,0,98400.61,113,occupancy,SAFE,-6.0,-360.51,24.843,SAFE,0
25.2,46.4,560.385,117.145,2.1952,2.2048,0.1499,0,98402.61,113,occupancy,SAFE,3.0,124.05,24.987,SAFE,0
25.0,45.3,553.983,116.588,2.1807,2.2008,0.1499,0,98404.61,113,occupancy,SAFE,-6.0,-192.06,24.738,SAFE,0
25.1,46.5,551.266,118.619,2.1782,2.2097,0.1499,0,98406.61,113,occupancy,SAFE,3.0,-81.51,24.88,SAFE,0
24.8,45.5,533.257,116.149,2.1645,2.2008,0.1499,0,98408.61,113,occupancy,SAFE,-9.0,-540.27,24.524,SAFE,0
24.9,46.7,544.408,115.688,2.1734,2.1895,0.1499,0,98410.61,113,occupancy,SAFE,3.0,334.53,24.665,SAFE,0
25.1,46.4,545.589,115.397,2.1799,2.1992,0.1499,0,98412.61,113,occupancy,SAFE,6.0,35.43,24.877,SAFE,0
25.0,46.0,548.998,115.983,2.1799,2.1968,0.1499,0,98414.61,113,occupancy,SAFE,-3.0,102.27,24.757,SAFE,0
25.0,46.4,548.476,113.518,2.1782,2.1855,0.1499,0,98416.61,113,occupancy,SAFE,0.0,-15.66,24.767,SAFE,0
25.2,45.9,557.821,110.596,2.1911,2.167,0.1499,0,98418.61,113,occupancy,SAFE,6.0,280.35,24.974,SAFE,0
25.0,46.1,542.955,113.376,2.1718,2.1855,0.1499,0,98420.61,113,occupancy,SAFE,-6.0,-445.98,24.759,SAFE,0
25.1,46.2,560.871,113.429,2.1968,2.1903,0.1499,0,98422.61,113,occupancy,SAFE,3.0,537.48,24.872,SAFE,0
25.0,46.3,547.018,115.169,2.179,2.2008,0.1499,0,98424.61,113,occupancy,SAFE,-3.0,-415.59,24.765,SAFE,0
25.0,45.1,520.909,117.69,2.1476,2.2089,0.1499,0,98426.61,113,occupancy,SAFE,0.0,-783.27,24.733,SAFE,0
25.1,45.8,516.554,121.535,2.1533,2.2153,0.1499,0,98428.61,113,occupancy,SAFE,3.0,-130.65,24.861,SAFE,0
25.0,46.2,508.252,124.003,2.1299,2.2258,0.1499,0,98430.61,113,occupancy,SAFE,-3.0,-249.06,24.762,SAFE,0
25.1,45.7,532.158,125.657,2.1653,2.2282,0.1499,0,98432.61,113,occupancy,SAFE,3.0,717.18,24.859,SAFE,0
25.0,45.8,519.7,131.837,2.1492,2.25,0.1499,0,98434.61,113,occupancy,SAFE,-3.0,-373.74,24.751,SAFE,0
25.5,45.0,505.275,129.835,2.1363,2.2403,0.1499,0,98436.61,113,occupancy,SAFE,15.0,-432.75,25.281,SAFE,0
24.9,46.3,514.692,127.798,2.1371,2.2411,0.1499,0,98438.61,113,occupancy,SAFE,-18.0,282.51,24.655,SAFE,0
25.0,45.2,506.566,123.95,2.1388,2.2274,0.1499,0,98440.61,113,occupancy,SAFE,3.0,-243.78,24.736,SAFE,0
24.8,45.8,507.913,128.174,2.1339,2.2435,0.1499,0,98442.61,113,occupancy,SAFE,-6.0,40.41,24.531,SAFE,0
24.8,46.8,509.202,128.295,2.1379,2.2363,0.1499,0,98444.61,113,occupancy,SAFE,0.0,38.67,24.558,SAFE,0
25.3,45.7,515.632,129.038,2.1468,2.2387,0.1499,0,98446.61,113,occupancy,SAFE,15.0,192.9,25.079,SAFE,0
25.0,45.3,520.182,132.216,2.1484,2.25,0.1499,0,98448.61,113,occupancy,SAFE,-9.0,136.5,24.738,SAFE,0
25.1,45.8,530.767,127.036,2.1662,2.2322,0.1499,0,98450.61,113,occupancy,SAFE,3.0,317.55,24.861,SAFE,0
25.1,46.0,515.205,129.825,2.1396,2.2411,0.1499,0,98452.61,113,occupancy,SAFE,0.0,-466.86,24.867,SAFE,0
24.9,45.8,532.256,129.059,2.1581,2.2419,0.1499,0,98454.61,113,occupancy,SAFE,-6.0,511.53,24.641,SAFE,0
25.4,45.9,534.033,128.239,2.1645,2.2387,0.1499,0,98456.61,113,occupancy,SAFE,15.0,53.31,25.194,SAFE,0
25.0,45.4,520.648,125.45,2.1516,2.2298,0.1499,0,98458.61,113,occupancy,SAFE,-12.0,-401.55,24.741,SAFE,0
25.3,46.2,512.786,126.181,2.1484,2.2282,0.1499,0,98460.61,113,occupancy,SAFE,9.0,-235.86,25.092,SAFE,0
25.2,46.6,528.589,129.394,2.1605,2.2435,0.1499,0,98462.61,113,occupancy,SAFE,-3.0,474.09,24.992,SAFE,0
24.7,46.4,536.796,128.688,2.1645,2.2322,0.1499,0,98464.61,113,occupancy,SAFE,-15.0,246.21,24.437,SAFE,0
25.2,45.1,545.777,127.945,2.1758,2.2338,0.1499,0,98466.61,113,occupancy,SAFE,15.0,269.43,24.953,SAFE,0
25.0,46.3,565.05,125.89,2.1855,2.2266,0.1499,0,98468.61,113,occupancy,SAFE,-6.0,578.19,24.765,SAFE,0
25.3,46.3,552.519,126.831,2.1774,2.2363,0.1499,0,98470.61,113,occupancy,SAFE,9.0,-375.93,25.095,SAFE,0
25.4,45.6,564.23,128.252,2.1919,2.233,0.1499,0,98472.61,113,occupancy,SAFE,3.0,351.33,25.186,SAFE,0
25.0,45.2,560.412,129.786,2.1911,2.2419,0.1499,0,98474.61,113,occupancy,SAFE,-12.0,-114.54,24.736,SAFE,0
24.9,45.4,577.422,126.488,2.2073,2.2395,0.1499,0,98476.61,113,occupancy,SAFE,-3.0,510.3,24.631,SAFE,0
24.7,46.8,583.606,128.149,2.1984,2.2395,0.1499,0,98478.61,113,occupancy,SAFE,-6.0,185.52,24.448,SAFE,0
25.0,45.9,592.191,124.762,2.2137,2.2314,0.1499,0,98480.61,113,occupancy,SAFE,9.0,257.55,24.754,SAFE,0
25.1,46.8,599.07,124.733,2.2145,2.2266,0.1499,0,98482.61,113,occupancy,SAFE,3.0,206.37,24.888,SAFE,0
25.2,45.5,608.455,121.314,2.2322,2.2153,0.1499,0,98484.61,113,occupancy,SAFE,3.0,281.55,24.964,SAFE,0
25.1,45.9,602.832,123.763,2.2201,2.2218,0.1499,0,98486.61,113,occupancy,SAFE,-3.0,-168.69,24.864,SAFE,0
25.3,47.2,580.404,123.462,2.2056,2.2234,0.1499,0,98488.61,113,occupancy,SAFE,6.0,-672.84,25.118,SAFE,0
25.3,46.6,584.549,125.877,2.2089,2.2347,0.1499,0,98490.61,113,occupancy,SAFE,0.0,124.35,25.102,SAFE,0
25.0,47.5,595.9,129.469,2.2193,2.2419,0.1499,0,98492.61,113,occupancy,SAFE,-9.0,340.53,24.796,SAFE,0
25.2,45.2,567.628,128.652,2.1944,2.2419,0.1499,0,98494.61,113,occupancy,SAFE,6.0,-848.16,24.956,SAFE,0
25.0,46.3,592.482,132.242,2.2169,2.2532,0.1499,0,98496.61,113,occupancy,SAFE,-6.0,745.62,24.765,SAFE,0
25.0,45.9,588.321,132.442,2.2258,2.2484,0.1499,0,98498.61,113,occupancy,SAFE,0.0,-124.83,24.754,SAFE,0
25.1,46.6,585.594,134.316,2.2064,2.2524,0.1499,0,98500.61,113,occupancy,SAFE,3.0,-81.81,24.882,SAFE,0
25.2,46.2,622.974,133.845,2.2371,2.254,0.1499,0,98502.61,113,occupancy,SAFE,3.0,1121.4,24.982,SAFE,0
24.8,46.2,664.575,134.98,2.2685,2.2596,0.1499,0,98504.61,113,occupancy,SAFE,-12.0,1248.03,24.542,SAFE,0
25.3,45.3,658.367,138.51,2.2717,2.2693,0.1499,0,98506.61,113,occupancy,SAFE,15.0,-186.24,25.068,SAFE,0
25.0,46.0,636.114,137.05,2.2492,2.2596,0.1499,0,98508.61,113,occupancy,SAFE,-9.0,-667.59,24.757,SAFE,0
25.1,47.0,633.83,136.853,2.2467,2.2588,0.1499,0,98510.61,113,occupancy,SAFE,3.0,-68.52,24.893,SAFE,0
25.0,46.2,619.409,136.862,2.2427,2.2669,0.1499,0,98512.61,113,occupancy,SAFE,-3.0,-432.63,24.762,SAFE,0
25.1,47.3,615.552,137.954,2.2347,2.2677,0.1499,0,98514.61,113,occupancy,SAFE,3.0,-115.71,24.901,SAFE,0
24.8,47.0,609.759,143.299,2.2242,2.2782,0.1499,0,98516.61,113,occupancy,SAFE,-9.0,-173.79,24.563,SAFE,0
24.3,43.6,574.25,116.602,2.2032,2.2032,0.1499,0,98518.61,114,flaming,SAFE,0.0,0.0,23.924,SAFE,0
24.4,43.7,557.569,117.031,2.1807,2.1992,0.1499,0,98520.61,114,flaming,SAFE,3.0,-500.43,24.037,SAFE,0
24.2,43.5,555.247,112.974,2.1831,2.1774,0.1499,0,98522.61,114,flaming,SAFE,-6.0,-69.66,23.811,SAFE,0
24.7,42.9,556.138,109.448,2.175,2.1726,0.1499,0,98524.61,114,flaming,SAFE,15.0,26.73,24.346,SAFE,0
24.3,43.7,555.622,109.995,2.1855,2.175,0.1499,0,98526.61,114,flaming,SAFE,-12.0,-15.48,23.927,SAFE,0
25.1,43.2,542.746,110.288,2.1702,2.1742,0.1499,0,98528.61,114,flaming,SAFE,24.0,-386.28,24.794,SAFE,0
24.8,44.0,547.628,110.673,2.1726,2.1726,0.1499,0,98530.61,114,flaming,SAFE,-9.0,146.46,24.484,SAFE,0
24.8,43.5,550.707,112.44,2.1871,2.1807,0.1499,0,98532.61,114,flaming,SAFE,0.0,92.37,24.471,SAFE,0
25.0,42.1,534.134,111.568,2.1645,2.1855,0.1499,0,98534.61,114,flaming,SAFE,6.0,-497.19,24.655,SAFE,0
25.2,44.4,530.178,111.364,2.1589,2.1879,0.1499,0,98536.61,114,flaming,SAFE,6.0,-118.68,24.935,SAFE,0
25.3,43.2,540.418,114.518,2.1742,2.1944,0.1499,0,98538.61,114,flaming,SAFE,3.0,307.2,25.014,SAFE,0
25.3,42.9,525.234,114.015,2.1565,2.1936,0.1499,0,98540.61,114,flaming,SAFE,0.0,-455.52,25.006,SAFE,0
25.7,43.6,553.055,115.764,2.1847,2.2056,0.1499,0,98542.61,114,flaming,SAFE,12.0,834.63,25.464,SAFE,0
25.7,43.1,557.41,118.651,2.1895,2.2064,0.1499,0,98544.61,114,flaming,SAFE,0.0,130.65,25.451,SAFE,0
25.7,42.7,559.868,124.024,2.1903,2.2266,0.1499,0,98546.61,114,flaming,SAFE,0.0,73.74,25.44,SAFE,0
25.9,42.8,585.844,129.201,2.2145,2.2387,0.1499,0,98548.61,114,flaming,SAFE,6.0,779.28,25.663,SAFE,0
25.9,43.2,584.974,128.457,2.2105,2.2379,0.1499,0,98550.61,114,flaming,SAFE,0.0,-26.1,25.674,SAFE,0
26.1,43.8,578.784,132.226,2.2081,2.2419,0.1499,0,98552.61,114,flaming,SAFE,6.0,-185.7,25.909,SAFE,0
26.4,42.8,566.128,134.169,2.1952,2.2572,0.1499,0,98554.61,114,flaming,SAFE,9.0,-379.68,26.213,SAFE,0
26.1,43.0,547.96,135.638,2.1823,2.2629,0.1499,0,98556.61,114,flaming,SAFE,-9.0,-545.04,25.888,SAFE,0
